titulo_servico;siglaorgao;nome_orgao;categoria;url
Pedir alienação do veículo em nome do mesmo proprietário;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-alienacao-ou-desalienacao-do-veiculo-em-nome-do-mesmo-proprietario62
Pedir cadastro para prestar serviço de fretamento rodoviário intermunicipal;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/prestar-servico-de-fretamento-rodoviario-intermunicipal34
Pedir nova análise da Perícia Médica (recorrer de decisão);AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/pedir-nova-analise-da-pericia-medica-recorrer-de-decisao123
Pedir revisão de exame teórico;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/revisao-de-exame-teorico10
Pendências fiscais e/ou cadastrais - regularização;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/pendencias-fiscais-eou-cadastrais-regularizacao149
Permissão para a Utilização e/ou Ocupação das Faixas de Domínio;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/permissao-para-a-utilizacao-eou-ocupacao-das-faixas-de-dominio152
Pesquisar viabilidade;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/pesquisar-viabilidade198
Policiamento Rural – Guardião da vida, do Progresso e da Segurança no Campo;PMMS;Polícia Militar de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/04-patrulha-rural-protecao-de-vidas-no-campo91
Policiamento de trânsito – Proteção de vidas no trânsito das cidades;PMMS;Polícia Militar de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/05-policiamento-de-transito-protecao-de-vidas-no-transito-das-cidades72
Portal Transparência Sanesul;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/acessar-aos-dados-do-portal-da-transparencia176
Preço médio ponderado ao consumidor final (PMPF) e valor real pesquisado (VRP) - atualização da lista do preço médio ponderado e do valor real pesquisado;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/valor-real-pesquisado-vrp-pmpf-preco-medio-ponderado-ao-consumidor-final-atualizacao-da-lista-do-preco-medio-ponderado196
Processo Seletivo Permanente - Notas do ENEM - Vagas Remanescentes;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/processo-seletivo-permanente-notas-do-enem-vagas-remanescentes60
Processo Seletivo Vestibular;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/processo-seletivo-vestibular115
Processo Seletivo de Docentes;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/processo-seletivo-de-docentes164
Processo administrativo tributário (PAT) - aditamento de razões pelo sujeito passivo;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/processo-administrativo-tributario-pat-aditamento-de-razoes-pelo-sujeito-passivo59
Processo administrativo tributário (PAT) - interposição de agravo em face da não admissibilidade da impugnação pela 1ª instância;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/processo-administrativo-tributario-pat-interposicao-de-agravo-em-face-da-nao-admissibilidade-da-impugnacao-pela-1a-instancia99
Processo administrativo tributário (PAT) - interposição de pedido de esclarecimento em face do resultado de julgamento em 1ª ou 2ª instância;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/processo-administrativo-tributario-pat-interposicao-de-pedido-de-esclarecimento-em-face-do-resultado-de-julgamento-em-1a-ou-2a-instancia197
Processo administrativo tributário (PAT) - interposição de recurso especial ao Tribunal Administrativo Tributário (TAT) em face de decisão proferida em 2ª instância;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/processo-administrativo-tributario-pat-interposicao-de-recurso-especial-ao-tribunal-administrativo-tributario-tat-em-face-de-decisao-proferida-em-2a-instancia43
Processo administrativo tributário (PAT) - interposição de recurso voluntário ao Tribunal Administrativo Tributário (TAT) em face de decisão proferida em 1ª instância;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/processo-administrativo-tributario-pat-interposicao-de-recurso-voluntario-ao-tribunal-administrativo-tributario-tat-em-face-de-decisao-proferida-em-1a-instancia93
Processo administrativo tributário (PAT) - manifestações em face de despacho saneador;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/processo-administrativo-tributario-pat-manifestacoes-em-face-de-despacho-saneador136
Processo administrativo tributário (PAT) - pedido de esclarecimento em face da decisão de admissibilidade de recurso especial proferida pelo presidente do Tribunal Administrativo Tributário;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/processo-administrativo-tributario-pat-pedido-de-esclarecimento-em-face-da-decisao-de-admissibilidade-de-recurso-especial-proferida-pelo-presidente-do-tribunal-administrativo-tributario77
Processo administrativo tributário (PAT) - solicitação de vista, cópias ou certidões;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/processo-administrativo-tributario-pat-solicitacao-de-vista-copias-ou-certidoes113
Processo de seleção de docentes temporários;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/processo-de-selecao-de-docentes-temporarios98
Processo seletivo para ingresso aos cursos de graduação para refugiados, migrantes em situação de vulnerabilidade e apátridas;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/processo-seletivo-para-ingresso-aos-cursos-de-graduacao-para-refugiados-migrantes-em-situacao-de-vulnerabilidade-e-apatridas79
Processo seletivo permanente – histórico escolar;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/0331-proe-divisao-de-ingresso-discente-dindproe-processo-seletivo-permanente-historico-escolar91
Processos licitatórios da Universidade Estadual de Mato Grosso do Sul;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/processos-licitatorios-da-universidade-estadual-de-mato-grosso-do-sul80
Procuração - comunicação de cancelamento;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/procuracao-comunicacao-de-cancelamento194
Procuração digital para acesso ao e-Fazenda - cadastro de procurador/representante legal em caso de incapacidade, espólio e demanda judicial;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/procuracao-digital-para-acesso-ao-e-fazenda-cadastro-de-procuradorrepresentante-legal-em-caso-de-incapacidade-espolio-e-demanda-judicial62
Produção de material gráfico e audiovisual;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/producao-de-material-grafico-e-audiovisual155
Produção de material jornalístico ou cobertura jornalística de evento;UEMS;Universidade Estadual de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/producao-de-material-jornalistico-ou-cobertura-jornalistica-de-evento81
Programa  Institucional de Bolsas aos Alunos da Pós Graduação - PIBAP;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/programa-institucional-de-bolsas-aos-alunos-da-pos-graduacao-pibap81
Programa Institucional de Iniciação Científica – PIC;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/programa-institucional-de-iniciacao-cientifica-pic98
Programa UEMS acolhe – ações de acolhimento linguístico, humanístico e educacional a imigrantes internacionais;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/913-unidade-universitaria-de-campo-grande-programa-uems-acolhe-acoes-de-acolhimento-linguistico-humanitario-e-educacional-a-migrantes-internacionais189
Programa de mobilidade internacional;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/programa-de-mobilidade-internacional16
Projetos de arquitetura, engenharia, urbanização e infraestrutura das áreas físicas da UEMS;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/projetos-de-arquitetura-engenharia-urbanizacao-e-infraestrutura-das-areas-fisicas-da-uems154
Projetos de pesquisa;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/projetos-de-pesquisa16
Propor acordo na Câmara Administrativa de Solução de Conflitos (CASC - saúde) para receber medicamentos;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Justiça;https://www.ms.gov.br/justica/camara-administrativa-de-solucao-de-conflitos-saude159
Propor acordo na Câmara Administrativa de Solução de Conflitos (CASC);PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/camara-administrativa-de-solucao-de-conflitos36
Prorrogação de atestado de inexistência para fins de diferimento do ICMS diferencial de alíquotas e de importação na aquisição de máquinas e equipamentos industriais - Termo de Acordo;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/prorrogacao-de-atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-industriais-termo-de-acordo200
Protocolar defesa e recurso a processo administrativo de suspensão/cassação de CNH;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/protocolar-defesa-e-recurso-a-processo-administrativo-de-suspensaocassacao-de-cnh71
Protocolar documentos administrativos ambientais;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Meio Ambiente;https://www.ms.gov.br/meio-ambiente/protocolar-documentos-administrativos-ambientais153
Protocolar documentos na PGE;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/protocolo-geral93
Providência cadastral para apreciação da Superintendência;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/providencia-cadastral-para-apreciacao-da-superintendencia112
Realizar Perícia Médica Remota;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/realizar-pericia-medica-remota47
Realizar boletim on-line de acidente de trânsito – atendimento sem vítimas;PMMS;Polícia Militar de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/051-boletim-on-line-de-acidente-de-transito-atendimento-sem-vitimas170
Realizar consulta a titulação primitiva para ratificação de faixa de fronteira;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/realizar-consulta-a-titulacao-primitiva-para-ratificacao-de-faixa-de-fronteira168
Realizar consulta de andamentos de processos;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Meio Ambiente;https://www.ms.gov.br/meio-ambiente/realizar-consulta-de-processos2
Realizar cursos de aperfeiçoamento (carga horária acima de 120 horas);ESCOLAGOV;Fundação Escola de Governo;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/realizar-cursos-de-aperfeicoamento-carga-horaria-acima-de-120-horas150
Realizar cursos de graduação e pós-graduação;ESCOLAGOV;Fundação Escola de Governo;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/graduacao-tecnologo-em-gestao-publica40
Realizar denúncia ou Disque Denúncia 181;PMMS;Polícia Militar de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/16-servico-de-denuncia-181-disque-denuncia60
Realizar doação de sangue;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Saúde e Cuidado;https://www.ms.gov.br/saude-e-cuidado/coleta-de-sangue167
Realizar exame de Doença de Aujeszky;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/realizar-exame-de-doenca-de-aujeszky1
Realizar exame de Peste Suína Africana;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/diagnosticar-botulismo38
Realizar exame de Síndrome Reprodutiva e Respiratória dos Suínos;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/realizar-exame-de-sindrome-reprodutiva-e-respiratoria-dos-suinos22
Realizar exame de anemia infecciosa equina;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/realizar-exame-de-anemia-infecciosa-equina-por-elisa79
Realizar exame de audiometria;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/exame-de-audiometria185
Realizar exame de mormo;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/diagnosticar-mormo182
Realizar exame de peste suína clássica;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/diagnosticar-anemia-infecciosa-equina73
Realizar inscrição no programa vencendo o medo de dirigir;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/realizar-inscricao-no-programa-vencendo-o-medo-de-dirigir15
Realizar programa ou cursos de capacitação continuada;ESCOLAGOV;Fundação Escola de Governo;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/realizar-programa-ou-cursos-de-capacitacao-continuada91
Realizar transferência do registro no Serviço de Inspeção Estadual (SIE);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/transferencia-de-sie-alteracao-de-razao-social7
Realização de cursos, palestras e formações em Direitos Humanos;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/realizacao-de-cursos-palestras-e-formacoes-em-direitos-humanos46
Receber apoio para emitir o contracheque (aposentado ou pensionista);AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/receber-apoio-para-emitir-o-contracheque-aposentado-ou-pensionista12
Receber apoio para viver bem após a aposentadoria e a pensão (Apoio psicossocial e previdenciário);AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/receber-apoio-para-viver-bem-apos-a-aposentadoria-e-a-pensao5
Receber orientação para entrar no mercado de trabalho, com apoio da previdência (Jovem Pensionista);AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/receber-orientacao-para-entrar-no-mercado-de-trabalho-com-apoio-da-previdencia20
Receber orientações sobre seus direitos e deveres previdenciários, por meio do PROEP - Programa de Educação Previdenciária do Regime Próprio de Previdência Social de MS;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/receber-orientacoes-sobre-seus-direitos-e-deveres-previdenciario-por-meio-do-proep-programa-de-educacao-previdenciaria-do-regime-proprio-de-previdencia-social-de-ms137
Recebimento de doação de livros;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/recebimento-de-doacao-de-livros24
Reclame jucems;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/reclame-jucems109
Recorrer das multas de trânsito em rodovias de MS;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;Trânsito e Transportes;https://www.ms.gov.br/transito-e-transportes/divisao-de-multas-dim140
Recorrer de notificação ou autuação oriunda de fiscalização da AGEMS;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/recorrer-de-notificacao-ou-autuacao-oriunda-de-fiscalizacao-da-agems2
Recuperação de senha Microsoft e do e-mail institucional;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/recuperacao-de-senha-microsoft-e-do-e-mail-institucional46
Recuperação de senha do login UEMS;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/recuperacao-de-senha-do-login-uems190
Redefinir a senha do login de rede;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Ciência e Tecnologia;https://www.ms.gov.br/ciencia-e-tecnologia/redefinir-a-senha-do-login-de-rede115
Redefinir senha - LEGISLAÇÃO;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Ciência e Tecnologia;https://www.ms.gov.br/ciencia-e-tecnologia/redefinir-senha-legislacao198
Redefinir senha de e-mail SIRIEMA;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Ciência e Tecnologia;https://www.ms.gov.br/ciencia-e-tecnologia/redefinir-senha-de-e-mail-siriema162
Redefinir senha do e-mail oficial;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Ciência e Tecnologia;https://www.ms.gov.br/ciencia-e-tecnologia/redefinir-senha-do-e-mail-oficial45
Redefinição de senha do login UEMS dos alunos de pós-graduação;UEMS;Universidade Estadual de Mato Grosso do Sul;Educação e Pesquisa;https://www.ms.gov.br/educacao-e-pesquisa/redefinicao-de-senha-do-login-uems-dos-alunos-de-pos-graduacao191
Reemitir ou substituir DAEMS vencida;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/reemitir-ou-substituir-daems-vencida20
Regime especial - PROEXPRP - Ponta Porã (art. 5º-A do Decreto nº 14.426/2016);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-proexprp-ponta-pora-art-5o-a-do-dec-144262016129
Regime especial - PROEXPRP - programa de estímulo à exportação pelos portos do rio Paraguai (art. 1º, § único, inciso I do Decreto nº 14.426/2016);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-proexprp-programa-de-estimulo-a-exportacao-pelos-portos-do-rio-paraguai-art-1o-unico-inciso-i-do-dec-14426201678
Regime especial - concessão ou renovação de tratamento diferenciado no cumprimento de obrigações tributárias relativas ao ICMS na prestação de serviço de transporte e na armazenagem de etanol combustível pelo sistema dutoviário;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-concessao-ou-renovacao-de-tratamento-diferenciado-no-cumprimento-de-obrigacoes-tributarias-relativas-ao-icms-na-prestacao-de-servico-de-transporte-e-na-armazenagem-de-etanol-combustivel-pelo-sistema-dutoviario156
Regime especial - dilatação de prazo para pagamento mensal do ICMS diferencial de alíquota devido na entrada de mercadorias destinadas ao uso, consumo ou ativo fixo (art. 4º, I, b do Anexo V ao RICMS);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-dilatacao-de-prazo-para-pagamento-mensal-do-icms-diferencial-de-aliquotas-devido-na-entrada-de-mercadorias-destinadas-ao-uso-consumo-ou-ativo-fixo-art-4o-i-b-do-anexo-v-ao-ricms52
Regime especial - dilatação de prazo para pagamento, por período mensal, do ICMS devido nas saídas interestaduais de soja e farelo de soja - indústrias de óleo de soja (art. 4º, I, a do Anexo V ao RICMS, c/c art. 74, III do RICMS);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-dilatacao-do-prazo-para-pagamento-mensal-do-icms-devido-nas-saidas-interestaduais-de-soja-e-farelo-de-soja-apenas-para-industrias-de-oleo-de-soja-art-4o-i-a-do-anexo-v-ao-ricms-combinado-com-art-74-iii-do-regulamento-do-icms-r13
Regime especial - dilatação de prazo para pagamento, por período quinzenal, do ICMS ST devido na entrada de mercadorias no estado - concessionárias de veículos ou máquinas agrícolas (art. 4º, I, b do Anexo V ao RICMS e art. 5º do Decreto nº 14.383/2016);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-dilatacao-de-prazo-para-pagamento-quinzenal-do-icms-substituicao-tributaria-devido-na-entrada-de-mercadorias-no-estado-de-ms-apenas-para-concessionarias-de-veiculos-ou-de-maquinas-agricolas50
Regime especial - dilatação de prazo para pagamento, por período quinzenal, do ICMS substituição tributária devido na entrada de mercadorias no estado de MS (art. 4º, I, b do Anexo V ao RICMS);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-dilatacao-de-prazo-para-pagamento-quinzenal-do-icms-substituicao-tributaria-devido-na-entrada-de-mercadorias-no-estado-de-ms-art-4o-i-b-do-anexo-v-ao-ricms187
Regime especial - frigorífico de outra UF - cadastro como substituto tributário responsável pelo pagamento da diferença de peso ou preço - frigoríficos do estado de São Paulo (Protocolo ICMS 03/88);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-frigorifico-de-outra-uf-cadastro-como-substituto-tributario-responsavel-pelo-pagamento-da-diferenca-de-peso-ou-preco-apenas-para-frigorificos-do-estado-de-sao-paulo-prot-icms-0388146
Regime especial - operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos in natura soja e milho em grãos (Decreto nº 11.803/2005) - cerealista/comercializador de soja e/ou milho;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-apenas-para-cerealistacomercializador-de-soja-eou-milho-permissao-para-realizar-operacoes-de-exportacao-de-saidas-com-o-fim-especifico-de-exportacao-e-de-remessas-para-formacao-de-lote-de-produtos-in-natura-soja-e-milho-em-graos187
Regime especial - operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos in natura, inclusive algodão em pluma, exceto soja e milho (Decreto nº 11.803/2005);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-permissao-para-realizar-operacoes-de-exportacao-de-saidas-com-o-fim-especifico-de-exportacao-e-de-remessas-para-formacao-de-lote-de-produtos-in-natura-inclusive-algodao-em-pluma-dec-118032005128
Regime especial - operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Decreto nº 11.803/2005);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-permissao-para-realizar-operacoes-de-exportacao-de-saidas-com-o-fim-especifico-de-exportacao-e-de-remessas-para-formacao-de-lote-de-produtos-industrializados-ou-semielaborados-dec-11803200558
Regime especial - operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Decreto nº 11.803/2005) - frigoríficos;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-apenas-para-frigorificos-permissao-para-realizar-operacoes-de-exportacao-de-saidas-com-o-fim-especifico-de-exportacao-e-de-remessas-para-formacao-de-lote-de-produtos-industrializados-ou-semielaborados-dec-118032005148
Regime especial - operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Decreto nº 11.803/2005) - indústrias de combustíveis e usinas de açúcar e álcool;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-apenas-p-industrias-de-combustiveis-e-usinas-de-acucar-e-alcool-permissao-p-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-de-remessas-p-formacao-de-lote-de-produtos-industrializados-ou-semielaborados6
Regime especial - substituto tributário do ICMS devido sobre autopeças adquiridas em outra Unidade da Federação - apenas para atacadistas/distribuidoras de autopeças (art. 4º, I, c, 4 do Anexo V ao RICMS e art. 5º do Decreto nº 14.383/2016);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-substituto-tributario-do-icms-devido-sobre-autopecas-adquiridas-em-outra-unidade-da-federacao-apenas-para-atacadistasdistribuidoras-de-autopecas-art-4o-i-c-4-do-anexo-v-ao-ricms-e-art-5o-do-dec-143832016183
Regime especial - substituto tributário responsável pelo pagamento semanal do ICMS Transporte devido por transportadora desta ou de outra UF ou por transportador autônomo (Decreto nº 14.923/2018);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-substituto-tributario-responsavel-pelo-pagamento-semanal-do-icms-transporte-devido-por-transportadora-de-outra-uf-ou-por-transportador-autonomo-dec-149232018163
