titulo_servico;siglaorgao;nome_orgao;categoria;url
Regime especial - transportador ferroviário deste estado apurar e recolher o ICMS transporte por período mensal (art. 50 do Anexo V ao RICMS, Ajuste SINIEF 19/89);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-transportador-ferroviario-deste-estado-apurar-e-recolher-o-icms-transporte-por-periodo-mensal-art-50-do-anexo-v-ao-ricms-ajuste-sinief-198960
Regime especial - transportadora conveniada por meio de Termo de Acordo para atuar como fiel depositária das mercadorias que transporta (Anexo XII ao RICMS);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-transportadora-conveniada-por-meio-de-termo-de-acordo-para-atuar-como-fiel-depositaria-das-mercadorias-que-transporta-anexo-xii-ao-ricms99
Regime especial para facilitar o cumprimento de obrigação acessória (art. 4º, II do Anexo V ao RICMS);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Finanças e Impostos;https://www.ms.gov.br/financas-e-impostos/regime-especial-para-facilitar-o-cumprimento-de-obrigacao-acessoria-art-4o-ii-do-anexo-v-ao-ricms73
Registrar Denúncia;FCMS;Fundação de Cultura de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/denuncia65
Registrar Reclamação, Solicitação, Sugestão e Elogio;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;Administração Pública;https://www.ms.gov.br/administracao-publica/registar-reclamacao-solicitacao-sugestao-e-elogio98
Registrar Relatório Semestral Fitossanitário de Área de Citros;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/declarar-semestralmente-as-condicoes-fitossanitarias-da-area-de-citros-cadastrada16
Registrar a entrega de solicitações, acompanhadas ou não de documentos e de processos no setor de protocolo registro e arquivo;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Trabalho, Emprego e Previdência;https://www.ms.gov.br/trabalho-emprego-e-previdencia/servico-de-protocolo-recebimento-registro-envio-e-arquivamento-de-documentos-ou-processos-administrativos-e-previdenciarios17
Registrar a vacinação contra brucelose;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/registrar-a-vacinacao-contra-brucelose179
Registrar abertura ou alteração de empresa;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/registrar-abertura-de-empresa14
Registrar boletim de ocorrências on-line;PCMS;Polícia Civil de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/delegacia-virtual-devir105
Registrar boletins de ocorrência - B.O.;PCMS;Polícia Civil de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/registro-de-boletins-de-ocorrencia-depac126
Registrar denúncia;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia6
Registrar denúncia;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia76
Registrar denúncia;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia195
Registrar denúncia;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia58
Registrar denúncia;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/denuncias8
Registrar denúncia;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia124
Registrar denúncia;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia100
Registrar denúncia;SETESC;Secretaria de Estado de Turismo, Esporte e Cultura;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/denuncia18
Registrar denúncia;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/ouvidoria50
Registrar denúncia;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia53
Registrar denúncia;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/denuncia182
Registrar denúncia;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia110
Registrar denúncia;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia80
Registrar denúncia;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia92
Registrar denúncia;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia139
Registrar denúncia;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;Segurança;https://www.ms.gov.br/seguranca/denuncia16
Registrar denúncia;CBMMS;Corpo de Bombeiros Militar;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia32
Registrar denúncia;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia34
Registrar denúncia;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia116
Registrar denúncia;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia171
Registrar denúncia;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia152
Registrar denúncia;FERTEL - Educativa MS;Fundação Estadual Jornalista Luiz Chagas de Rádio e Televisão;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/denuncia78
Registrar denúncia;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia72
Registrar denúncia;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia23
Registrar denúncia;SEC;Secretaria de Estado da Cidadania;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia148
Registrar denúncia;FUNSAU;Fundação Serviços de Saúde de MS;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia47
Registrar denúncia;SEILOG;Secretaria de Estado de Infraestrutura e Logística de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia103
Registrar denúncia;SAD;Secretaria de Estado de Administração de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia4
Registrar denúncia;ESCOLAGOV;Fundação Escola de Governo;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia28
Registrar denúncia;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia26
Registrar denúncia;PMMS;Polícia Militar de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia160
Registrar denúncia;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia77
Registrar denúncia;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Meio Ambiente;https://www.ms.gov.br/meio-ambiente/denuncia54
Registrar denúncia;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia18
Registrar denúncia;UEMS;Universidade Estadual de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia127
Registrar denúncia;FUNDECT;Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia14
Registrar denúncia;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia81
Registrar denúncia;PCMS;Polícia Civil de Mato Grosso do Sul;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/denuncia103
Registrar elogio aos servidores;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/teste-4189
Registrar empresa comerciante de agrotóxico e prestador de serviço;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/registrar-empresa-comerciante-de-agrotoxico-e-prestador-de-servico165
Registrar estabelecimento comerciante de mudas cítricas;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-estabelecimento-como-comerciante-de-mudas-citricas100
Registrar estabelecimento no serviço de inspeção estadual (SIE);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/registro-de-estabelecimento-no-servico-de-inspecao-estadual-sie28
Registrar extinção de empresa;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/registrar-extincao-de-empresa199
Registrar manifestação de ouvidoria;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/ouvidoria-da-aemms-inmetro143
Registrar manifestação sobre serviços fiscalizados pela AGEMS;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/registrar-manifestacao-na-ouvidoria189
Registrar núcleo avícola comercial;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Agropecuária e Vida Rural;https://www.ms.gov.br/agropecuaria-e-vida-rural/registrar-nucleos-comerciais-de-aves-de-producao135
Registrar produtos de origem animal junto ao Serviço de Inspeção Estadual (SIE);IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Empresa, Indústria e Comércio;https://www.ms.gov.br/empresa-industria-e-comercio/registro-de-produtos-no-sie4
Registrar reclamação, solicitação, sugestão e elogio;FCMS;Fundação de Cultura de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registar-reclamacao-solicitacao-sugestao-e-elogio129
Registrar reclamação, solicitação, sugestão e elogio;FERTEL - Educativa MS;Fundação Estadual Jornalista Luiz Chagas de Rádio e Televisão;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio190
Registrar reclamação, solicitação, sugestão e elogio;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio74
Registrar reclamação, solicitação, sugestão e elogio;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio35
Registrar reclamação, solicitação, sugestão e elogio;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio96
Registrar reclamação, solicitação, sugestão e elogio;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio31
Registrar reclamação, solicitação, sugestão e elogio;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio18
Registrar reclamação, solicitação, sugestão e elogio;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;Administração Pública;https://www.ms.gov.br/administracao-publica/solicitar-informacao-ou-encaminhar-manifestacao-a-sejusp76
Registrar reclamação, solicitação, sugestão e elogio;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio72
Registrar reclamação, solicitação, sugestão e elogio;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao196
Registrar reclamação, solicitação, sugestão e elogio;SEC;Secretaria de Estado da Cidadania;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio143
Registrar reclamação, solicitação, sugestão e elogio;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio108
Registrar reclamação, solicitação, sugestão e elogio;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio151
Registrar reclamação, solicitação, sugestão e elogio;PCMS;Polícia Civil de Mato Grosso do Sul;Direitos e Cidadania;https://www.ms.gov.br/direitos-e-cidadania/registar-reclamacao-solicitacao-sugestao-e-elogio96
Registrar reclamação, solicitação, sugestão e elogio;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio19
Registrar reclamação, solicitação, sugestão e elogio;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;Comunicação e Transparência;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio79
