idservico;titulo_servico;slug_servico;slug_categoria;nome_popular;siglaorgao;nome_orgao;servico_ativo;digital;online;agendavel;acesso_externo;custo;tempo;tipo_tempo;data_criacao_servico;data_atualizacao_servico
861;Solicitar padronização de cavalete soterrado;solicitar-padronizacao-de-cavalete-soterrado147;empresa-industria-e-comercio;Padronização de cavalete soterrado.;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;True;False;False;False;False;Sem custo;15.0;Dias úteis;2023-08-08 18:42:06.322803+00:00;2025-06-06 15:21:24.128827+00:00
377;Solicitar palestra para produtores e educadores;ofertar-cursos-para-produtores-rurais-e-agricultura-familiar-palestras-e-capacitacao-a-professores-multiplicadores159;agropecuaria-e-vida-rural;CURSOS OFERECIDOS PELA IAGRO;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Meses;2023-05-11 15:04:37.648796+00:00;2026-04-29 18:26:26.325267+00:00
1135;Solicitar palestras da Defesa Civil nas escolas;solicitar-palestras-da-defesa-civil-nas-escolas75;seguranca;;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;False;False;False;False;True;Sem custo;;Dias úteis;2024-08-08 13:45:44.849178+00:00;2024-09-05 20:47:25.439785+00:00
692;Solicitar palestras educativas de trânsito em empresa públicas e privadas;solicitacao-de-palestra-referente-a-seguranca-no-transito-por-empresas-publicas-e-privadas110;transito-e-transportes;Palestras nas empresas;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Conforme Tabela em Outras Informações;2023-05-31 12:24:29.323636+00:00;2026-02-13 18:08:33.094250+00:00
687;Solicitar parcelamento de contas de água e/ou esgoto;solicitar-parcelamento-de-contas-de-agua-e-esgoto138;empresa-industria-e-comercio;solicitação de parcelamento.;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;True;False;False;False;False;Sem custo;;Dias úteis;2023-05-30 20:34:29.808532+00:00;2025-06-06 15:10:30.082028+00:00
585;Solicitar parecer de viabilidade técnica de condição sanitária;parecer-de-viabilidade-tecnica54;saude-e-cuidado;Parecer de viabilidade técnica de condição sanitária;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;True;False;False;False;False;Sem custo;;Dias corridos;2023-05-18 15:15:36.307428+00:00;2026-03-10 14:32:28.429916+00:00
831;Solicitar parecer técnico;solicitar-parecer-tecnico-gestao-publica112;agropecuaria-e-vida-rural;Parecer técnico;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2023-07-05 17:43:47.267196+00:00;2025-10-23 20:12:34.713017+00:00
673;Solicitar participação em eventos promocionais do turismo;eventos-promocionais-do-turismo60;turismo;Feiras e Eventos;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias úteis;2023-05-29 18:57:47.467665+00:00;2025-10-28 15:58:46.700148+00:00
825;Solicitar participação em seminário socioeducativo da área vegetal;assistir-seminario-socioeducativo-da-area-vegetal141;agropecuaria-e-vida-rural;Seminário do cadastro de área de soja;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;False;False;False;False;Sem custo;;Minutos;2023-06-23 20:26:22.665919+00:00;2026-04-29 18:26:18.552602+00:00
435;Solicitar participação no curso de libras;curso-de-libras191;educacao-e-pesquisa;Curso de libras;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;True;False;False;False;False;Sem custo;;Dias úteis;2023-05-12 12:23:52.528191+00:00;2025-10-21 15:02:21.141268+00:00
73;Solicitar passe estudantil;92-unidade-universitaria-de-campo-grande-servico-de-atendimento-estudantil-passe-do-estudante15;educacao-e-pesquisa;;UEMS;Universidade Estadual de Mato Grosso do Sul;True;False;False;False;False;Sem custo;;Dias úteis;2023-04-28 04:23:07.223058+00:00;2025-09-02 02:46:25.377930+00:00
1183;Solicitar pedido de acesso à informação;pedido-de-acesso-a-informacao64;comunicacao-e-transparencia;Fazer um pedido de informação;UEMS;Universidade Estadual de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Dias corridos;2024-08-14 20:12:07.960838+00:00;2025-12-18 20:10:22.526920+00:00
285;Solicitar pedido de acesso à processo administrativo disciplinar ou à sindicância no âmbito da Corregedoria da (SAS);pedido-de-acesso-a-processo-administrativo-disciplinar-ou-a-sindicancia-no-ambito-da-corregedoria-da-sas40;administracao-publica;Pedido de Acesso a Processos Administrativos Disciplinares;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Dias corridos;2023-05-10 12:34:04.071288+00:00;2025-10-21 14:36:35.011976+00:00
1296;Solicitar pedido de renovação de empréstimo de livro;pedido-de-renovacao-de-emprestimo-de-livro36;educacao-e-pesquisa;Fazer pedido de renovação de empréstimo de livro;UEMS;Universidade Estadual de Mato Grosso do Sul;True;False;False;False;True;Sem custo;;Acesso Imediato;2024-09-03 09:29:52.368884+00:00;2025-09-02 18:51:03.149940+00:00
982;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia126;administracao-publica;Pedir para ver e copiar documentos;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-26 20:10:17.157425+00:00;2025-11-14 12:28:16.930250+00:00
1010;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia82;administracao-publica;;SAD;Secretaria de Estado de Administração de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-02-28 14:22:40.498648+00:00;2025-11-13 12:16:47.083221+00:00
935;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms115;administracao-publica;Pedir para ver e copiar documentos;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-03 12:53:30.014649+00:00;2025-11-14 12:57:40.568054+00:00
920;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms57;administracao-publica;Pedir para ver e copiar documentos;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-29 13:38:47.564553+00:00;2025-11-14 12:15:36.376733+00:00
939;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms94;administracao-publica;Pedir para ver e copiar documentos;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-03 14:37:18.802382+00:00;2025-11-14 13:18:40.183679+00:00
975;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia190;administracao-publica;Pedir para ver e copiar documentos;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-25 00:51:55.489154+00:00;2025-11-14 13:23:34.984593+00:00
932;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms112;administracao-publica;Pedir para ver e copiar documentos;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-02 13:29:52.741448+00:00;2025-11-14 12:55:08.315701+00:00
956;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms77;administracao-publica;Pedido de vista e cópia Sistema e-MS;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;True;False;True;False;True;Sem custos;0.0;Minutos;2024-01-09 14:24:49.394028+00:00;2025-12-04 20:11:29.899569+00:00
989;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia108;administracao-publica;Pedir para ver e copiar documentos;UEMS;Universidade Estadual de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Minutos;2024-01-29 21:53:31.229895+00:00;2025-11-27 11:54:56.715670+00:00
966;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms141;administracao-publica;Pedir para ver e copiar documentos;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-15 14:22:15.696172+00:00;2025-12-18 14:56:53.910473+00:00
1011;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia76;administracao-publica;Pedir para ver e copiar documentos;SEC;Secretaria de Estado da Cidadania;True;False;False;False;False;Sem custo;;Minutos;2024-03-07 18:51:33.886823+00:00;2025-11-14 13:14:42.165451+00:00
973;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia189;administracao-publica;Pedir para ver e copiar documentos;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-24 18:27:22.541206+00:00;2025-11-14 13:08:06.510201+00:00
925;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms188;administracao-publica;Pedir para ver e copiar documentos;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-29 15:41:05.880518+00:00;2025-11-14 13:01:34.188555+00:00
917;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms108;administracao-publica;Pedir para ver e copiar documentos;PCMS;Polícia Civil de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-29 12:57:07.120336+00:00;2025-11-14 13:15:22.251306+00:00
992;Solicitar pedido de vista e cópia;solicitar-vista-e-copia148;administracao-publica;Pedir para ver e copiar documentos;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-02-01 00:40:55.273497+00:00;2025-12-19 11:39:51.830099+00:00
930;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms39;administracao-publica;Pedir para ver e copiar documentos;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-29 19:01:55.996599+00:00;2025-11-14 12:44:33.626652+00:00
964;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms4;administracao-publica;Pedir para ver e copiar documentos;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-12 23:09:05.252036+00:00;2025-11-14 13:15:55.478351+00:00
942;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms56;administracao-publica;Pedir para ver e copiar documentos;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;True;True;False;False;True;Sem custo;;Minutos;2024-01-04 19:36:15.641173+00:00;2026-02-27 18:35:17.969071+00:00
908;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms153;administracao-publica;Pedir para ver e copiar documentos;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-28 18:45:35.414913+00:00;2025-11-14 13:09:36.727679+00:00
998;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia53;administracao-publica;Pedir para ver e copiar documentos;CBMMS;Corpo de Bombeiros Militar;True;True;False;False;False;Sem custo;;Minutos;2024-02-05 13:26:36.833335+00:00;2025-11-14 13:03:48.190982+00:00
938;Solicitar pedido de vista e cópia;solicitar-peticionamento-processual-sistema-e-ms39;administracao-publica;Pedir para ver e copiar documentos;FERTEL - Educativa MS;Fundação Estadual Jornalista Luiz Chagas de Rádio e Televisão;True;True;False;False;False;Sem custo;;Minutos;2024-01-03 14:30:50.597653+00:00;2025-11-14 13:11:33.402844+00:00
914;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms1;administracao-publica;Pedir para ver e copiar documentos;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Dias úteis;2023-12-28 20:23:42.592745+00:00;2025-11-14 12:53:21.161805+00:00
969;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia14;administracao-publica;Pedir para ver e copiar documentos;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-19 14:56:32.036320+00:00;2025-11-14 12:59:51.527638+00:00
902;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms135;administracao-publica;Pedir para ver e copiar documentos;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;True;False;True;False;Sem custo;;Minutos;2023-12-28 16:16:44.936400+00:00;2025-11-14 12:33:12.812501+00:00
991;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia85;administracao-publica;Pedir para ver e copiar documentos;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;True;True;False;False;False;sem custo;;Minutos;2024-01-30 15:31:26.075900+00:00;2025-11-14 13:13:45.375629+00:00
1002;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia19;administracao-publica;;ESCOLAGOV;Fundação Escola de Governo;True;False;False;False;False;Sem custo;;Minutos;2024-02-06 14:37:29.596861+00:00;2025-11-14 13:10:22.112484+00:00
994;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia113;administracao-publica;Pedir para ver e copiar documentos;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-02-02 13:05:00.748696+00:00;2025-11-14 13:08:46.707233+00:00
905;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms126;administracao-publica;Pedir para ver e copiar documentos;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;True;True;False;False;False;Sem custo;;Minutos;2023-12-28 17:33:11.251872+00:00;2026-01-06 18:27:39.475858+00:00
912;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia-sistema-e-ms124;administracao-publica;Pedir para ver e copiar documentos;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;True;True;False;False;False;Sem custo;;Minutos;2023-12-28 19:41:19.696687+00:00;2025-11-14 13:06:24.380935+00:00
981;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia152;administracao-publica;Pedir para ver e copiar documentos;FUNDECT;Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia de Mato Grosso do Sul;True;True;False;True;False;Sem custo;;Minutos;2024-01-26 18:10:00.740363+00:00;2025-11-14 13:07:10.300983+00:00
979;Solicitar pedido de vista e cópia;solicitar-pedido-de-vista-e-copia182;administracao-publica;Pedir para ver e copiar documentos;SETESC;Secretaria de Estado de Turismo, Esporte e Cultura;True;True;False;False;False;Sem custo;;Minutos;2024-01-26 14:59:17.046298+00:00;2025-11-27 11:50:40.756598+00:00
946;Solicitar pedido de vista e cópia (Sistema e-MS);solicitar-pedido-de-vista-e-copia-sistema-e-ms155;administracao-publica;Pedido de vista e cópia Sistema e-MS;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;False;False;True;True;False;Sem custos;0.0;Horas;2024-01-08 16:01:45.637562+00:00;2024-11-11 15:04:37.532284+00:00
949;Solicitar pedido de vista e cópia Sistema e-MS;solicitar-pedido-de-vista-e-copia-sistema-e-ms89;administracao-publica;Pedido de vista e cópia Sistema e-MS;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;False;False;True;True;False;Sem custos;0.0;Minutos;2024-01-09 13:59:39.128510+00:00;2024-11-12 14:49:54.431518+00:00
953;Solicitar pedido de vista e cópia Sistema e-MS;solicitar-pedido-de-vista-e-copia-sistema-e-ms142;administracao-publica;Pedido de vista e cópia Sistema e-MS;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;False;False;True;False;False;Sem custos;0.0;Minutos;2024-01-09 14:14:42.215354+00:00;2024-11-11 15:05:38.312742+00:00
986;Solicitar peticionamento em processo administrativo;solicitar-peticionamento-processual-sistema-e-ms79;administracao-publica;Iniciar processo administrativo em órgãos do Poder Executivo Estadual.;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;True;True;True;False;False;Sem custo;;Acesso Imediato;2024-01-29 14:39:39.902577+00:00;2026-01-06 19:30:44.722753+00:00
1467;Solicitar peticionamento em processo administrativo;solicitar-peticionamento-em-processo-administrativo140;administracao-publica;Iniciar processo administrativo em órgãos do Poder Executivo Estadual.;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;False;False;True;True;False;Sem custo.;;Acesso Imediato;2025-11-28 14:15:36.564519+00:00;2025-12-02 01:43:25.765557+00:00
1009;Solicitar peticionamento processual;solicitar-peticionamento-processual90;administracao-publica;;SAD;Secretaria de Estado de Administração de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-02-28 14:04:05.744683+00:00;2025-11-18 13:54:30.234458+00:00
907;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms200;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;FUNDTUR;Fundação de Turismo de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-28 18:32:42.295269+00:00;2025-11-30 12:30:12.546830+00:00
980;Solicitar peticionamento processual;solicitar-peticionamento-processual133;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;FUNDECT;Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-26 17:58:47.048120+00:00;2025-11-30 13:26:23.073519+00:00
934;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms63;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-03 12:53:14.088253+00:00;2025-11-30 12:37:08.445804+00:00
916;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms58;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;PCMS;Polícia Civil de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-29 12:49:08.936523+00:00;2025-11-30 12:54:18.591836+00:00
937;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms132;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-03 14:10:17.246061+00:00;2025-11-30 14:11:34.929135+00:00
1001;Solicitar peticionamento processual;solicitar-peticionamento-processual146;administracao-publica;;ESCOLAGOV;Fundação Escola de Governo;True;False;False;False;False;Sem custo;;Minutos;2024-02-06 14:18:45.879210+00:00;2025-11-30 13:07:10.259044+00:00
965;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms15;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-15 14:07:59.711055+00:00;2025-11-30 13:59:45.405748+00:00
927;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms145;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-29 18:20:24.306173+00:00;2025-11-30 12:19:03.296492+00:00
1012;Solicitar peticionamento processual;solicitar-peticionamento-processual140;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;SEC;Secretaria de Estado da Cidadania;True;False;False;False;False;Sem custo;;Minutos;2024-03-07 18:56:09.987302+00:00;2025-11-30 14:49:52.700650+00:00
995;Solicitar peticionamento processual;solicitar-peticionamento-processual87;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;FUNTRAB;Fundação de Trabalho de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-02-02 13:17:46.988827+00:00;2025-11-30 14:43:29.050040+00:00
901;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms191;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-28 15:50:25.565330+00:00;2025-11-30 14:36:56.370998+00:00
983;Solicitar peticionamento processual;solicitar-peticionamento-processual86;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;AGEHAB;Agência de Habitação Popular de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-26 20:21:01.520778+00:00;2025-11-30 14:23:02.088270+00:00
997;Solicitar peticionamento processual;solicitar-peticionamento-processual132;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;CBMMS;Corpo de Bombeiros Militar;True;True;False;False;False;Sem custo;;Minutos;2024-02-05 13:13:38.204451+00:00;2025-11-30 12:41:44.981234+00:00
904;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms94;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;True;True;False;False;False;Sem custo;;Minutos;2023-12-28 16:54:35.677545+00:00;2026-01-06 18:27:39.374875+00:00
924;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms153;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;True;True;False;False;False;Sem custos;;Minutos;2023-12-29 15:05:00.000136+00:00;2025-11-30 14:07:31.605295+00:00
941;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms180;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-04 19:21:30.731647+00:00;2026-02-27 18:35:17.673409+00:00
919;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms118;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;False;True;False;False;False;Sem custo;;Minutos;2023-12-29 13:26:44.453941+00:00;2024-09-05 20:47:20.976659+00:00
970;Solicitar peticionamento processual;solicitar-peticionamento-processual48;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-19 20:05:25.126464+00:00;2025-11-30 13:54:31.639389+00:00
911;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms9;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;FADEB;Fundação da Apoio e Desenvolvimento à Educação Básica;True;True;False;False;False;Sem custo;;Minutos;2023-12-28 19:36:15.998848+00:00;2025-11-30 13:50:20.041398+00:00
990;Solicitar peticionamento processual;solicitar-peticionamento-processual25;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;True;True;False;False;False;Sem custo;;Minutos;2024-01-30 15:16:30.756803+00:00;2025-11-30 13:45:03.735737+00:00
988;Solicitar peticionamento processual;solicitar-peticionamento-processual91;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;UEMS;Universidade Estadual de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Minutos;2024-01-29 21:50:10.818411+00:00;2025-11-30 13:32:23.120329+00:00
931;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms86;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;AEM;Agência Estadual de Metrologia de Mato Grosso do Sul;True;True;False;False;False;Sem Custo;;Minutos;2024-01-02 13:20:21.710364+00:00;2025-11-30 13:21:41.433648+00:00
944;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms142;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-08 13:07:43.716331+00:00;2025-11-30 13:16:13.091036+00:00
952;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms100;administracao-publica;Peticionamento processual Sistema e-MS;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;True;False;True;False;False;Sem custo;;Minutos;2024-01-09 14:11:45.732974+00:00;2025-11-30 12:22:24.760305+00:00
963;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms136;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-12 22:29:42.479806+00:00;2025-11-30 13:00:41.253586+00:00
974;Solicitar peticionamento processual;solicitar-peticionamento-processual99;administracao-publica;"""Pedir para que alguém ajude a fazer um documento legal""";SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;True;True;False;True;False;Sem custo;;Minutos;2024-01-25 00:44:17.390980+00:00;2025-11-30 12:50:34.783870+00:00
972;Solicitar peticionamento processual;solicitar-peticionamento-processual9;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;SETESC;Secretaria de Estado de Turismo, Esporte e Cultura;True;True;False;False;False;Sem custo;;Minutos;2024-01-24 15:13:02.963157+00:00;2025-11-30 12:21:39.075785+00:00
978;Solicitar peticionamento processual;solicitar-peticionamento-processual76;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-01-26 14:55:35.166910+00:00;2025-11-30 14:16:01.798433+00:00
918;Solicitar peticionamento processual;solicitar-peticionamento-processual-sistema-e-ms188;administracao-publica;Solicitar peticionamento processual;AGRAER;Agência de Desenvolvimento Agrário e Extensão Rural de Mato Grosso do Sul;True;False;False;True;False;Sem custo;;Minutos;2023-12-29 13:16:58.551648+00:00;2025-11-27 12:35:43.995021+00:00
993;Solicitar peticionamento processual;solicitar-peticionamento-processual74;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2024-02-01 00:56:24.881993+00:00;2025-11-30 13:39:49.316524+00:00
910;Solicitar Peticionamento Processual;solicitar-peticionamento-processual-sistema-e-ms92;administracao-publica;Pedir para que alguém ajude a fazer um documento legal;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;True;True;False;False;False;Sem custo;;Minutos;2023-12-28 19:11:07.536808+00:00;2025-11-30 14:28:43.010224+00:00
948;Solicitar peticionamento processual (Sistema e-MS);solicitar-peticionamento-processual-sistema-e-ms138;administracao-publica;Peticionamento processual Sistema e-MS;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;False;False;True;True;False;Sem custos;0.0;Minutos;2024-01-09 13:54:54.424177+00:00;2024-09-05 20:47:17.364839+00:00
